"cc_iso3c","group","sort_order","metric","label","value","incise_average","imputed","description","source"
"AUT","pol",1,"pol_scholadvc","Scholarly advices",0.5,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"BEL","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"BGR","pol",1,"pol_scholadvc","Scholarly advices",0.5,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"CAN","pol",1,"pol_scholadvc","Scholarly advices",1,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"CHE","pol",1,"pol_scholadvc","Scholarly advices",0.83,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"CHL","pol",1,"pol_scholadvc","Scholarly advices",1,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"CZE","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"DEU","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"DNK","pol",1,"pol_scholadvc","Scholarly advices",1,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"ESP","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"EST","pol",1,"pol_scholadvc","Scholarly advices",0.83,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"FIN","pol",1,"pol_scholadvc","Scholarly advices",0.83,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"FRA","pol",1,"pol_scholadvc","Scholarly advices",0.33,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"GBR","pol",1,"pol_scholadvc","Scholarly advices",1,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"GRC","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"HRV","pol",1,"pol_scholadvc","Scholarly advices",0.33,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"HUN","pol",1,"pol_scholadvc","Scholarly advices",0,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"IRL","pol",1,"pol_scholadvc","Scholarly advices",0.5,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"ISL","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"ISR","pol",1,"pol_scholadvc","Scholarly advices",0.83,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"ITA","pol",1,"pol_scholadvc","Scholarly advices",0.5,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"JPN","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"KOR","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"LTU","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"LVA","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"MEX","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"NLD","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"NOR","pol",1,"pol_scholadvc","Scholarly advices",1,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"NZL","pol",1,"pol_scholadvc","Scholarly advices",0.83,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"POL","pol",1,"pol_scholadvc","Scholarly advices",0.33,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"PRT","pol",1,"pol_scholadvc","Scholarly advices",0.5,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"ROU","pol",1,"pol_scholadvc","Scholarly advices",0.5,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"SVK","pol",1,"pol_scholadvc","Scholarly advices",0.5,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"SVN","pol",1,"pol_scholadvc","Scholarly advices",0.33,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"SWE","pol",1,"pol_scholadvc","Scholarly advices",1,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"TUR","pol",1,"pol_scholadvc","Scholarly advices",0.33,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"USA","pol",1,"pol_scholadvc","Scholarly advices",0.33,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
"AUS","pol",2,"pol_goexpert","Central expertise",1,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"AUT","pol",2,"pol_goexpert","Central expertise",0.33,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"BEL","pol",2,"pol_goexpert","Central expertise",0.67,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"BGR","pol",2,"pol_goexpert","Central expertise",0.17,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"CAN","pol",2,"pol_goexpert","Central expertise",1,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"CHE","pol",2,"pol_goexpert","Central expertise",0.33,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"CHL","pol",2,"pol_goexpert","Central expertise",1,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"CZE","pol",2,"pol_goexpert","Central expertise",0.33,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"DEU","pol",2,"pol_goexpert","Central expertise",0.5,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"DNK","pol",2,"pol_goexpert","Central expertise",0.67,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"ESP","pol",2,"pol_goexpert","Central expertise",0.83,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"EST","pol",2,"pol_goexpert","Central expertise",0.33,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"FIN","pol",2,"pol_goexpert","Central expertise",1,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"FRA","pol",2,"pol_goexpert","Central expertise",0.67,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"GBR","pol",2,"pol_goexpert","Central expertise",1,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"GRC","pol",2,"pol_goexpert","Central expertise",0.5,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"HRV","pol",2,"pol_goexpert","Central expertise",0,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"HUN","pol",2,"pol_goexpert","Central expertise",0.67,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"IRL","pol",2,"pol_goexpert","Central expertise",0.67,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"ISL","pol",2,"pol_goexpert","Central expertise",0.5,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"ISR","pol",2,"pol_goexpert","Central expertise",0.5,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"ITA","pol",2,"pol_goexpert","Central expertise",0.5,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"JPN","pol",2,"pol_goexpert","Central expertise",0.67,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"KOR","pol",2,"pol_goexpert","Central expertise",0.83,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"LTU","pol",2,"pol_goexpert","Central expertise",0.67,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"LVA","pol",2,"pol_goexpert","Central expertise",0.83,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"MEX","pol",2,"pol_goexpert","Central expertise",0.83,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"NLD","pol",2,"pol_goexpert","Central expertise",0.5,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"NOR","pol",2,"pol_goexpert","Central expertise",0.83,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"NZL","pol",2,"pol_goexpert","Central expertise",0.83,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"POL","pol",2,"pol_goexpert","Central expertise",0.5,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"PRT","pol",2,"pol_goexpert","Central expertise",0.5,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"ROU","pol",2,"pol_goexpert","Central expertise",0.33,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"SVK","pol",2,"pol_goexpert","Central expertise",0.33,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"SVN","pol",2,"pol_goexpert","Central expertise",0.17,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"SWE","pol",2,"pol_goexpert","Central expertise",0.83,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"TUR","pol",2,"pol_goexpert","Central expertise",0.33,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"USA","pol",2,"pol_goexpert","Central expertise",0.67,0.6,"","Expert perceptions of expertise of the centre of government to review draft bills","SGI_2018"
"AUS","pol",3,"pol_stratplan","Strategic planning",0.67,0.51,"","Expert perceptions of influence of strategic planning units","SGI_2018"
